39,5,77516,1,13,3,8,3,0,0,2174,0,40,0,0
50,1,83311,1,13,1,4,2,0,0,0,0,13,0,0
38,0,215646,5,9,0,6,3,0,0,0,0,40,0,0
53,0,234721,0,7,1,6,2,4,0,0,0,40,0,0
28,0,338409,1,13,1,5,0,4,1,0,0,40,1,0
37,0,284582,2,14,1,4,0,0,1,0,0,40,0,0
49,0,160187,0,5,1,2,3,4,1,0,0,16,1,0
52,1,209642,5,9,1,4,2,0,0,0,0,45,0,1
31,0,45781,2,14,3,5,3,0,1,14084,0,50,0,1
42,0,159449,1,13,1,4,2,0,0,5178,0,40,0,1
37,0,280464,5,10,1,4,2,4,0,0,0,80,0,1
30,5,141297,1,13,1,5,2,1,0,0,0,40,2,1
23,0,122272,1,13,3,8,1,0,1,0,0,30,0,0
32,0,205019,4,12,3,3,3,4,0,0,0,50,0,0
40,0,121772,4,11,1,1,2,1,0,0,0,40,5,1
34,0,245487,0,4,1,10,2,2,0,0,0,45,1,0
25,1,176756,5,9,3,9,1,0,0,0,0,35,0,0
32,0,186824,5,9,3,7,5,0,0,0,0,40,0,0
38,0,28887,0,7,1,3,2,0,0,0,0,50,0,0
43,1,292175,2,14,0,4,5,0,1,0,0,45,0,1
40,0,193524,3,16,1,5,2,0,0,0,0,60,0,1
54,0,302146,5,9,0,2,5,4,1,0,0,20,0,0
35,3,76845,0,5,1,9,2,4,0,0,0,40,0,0
43,0,117037,0,7,1,10,2,0,0,0,2042,40,0,0
59,0,109015,5,9,0,0,5,0,1,0,0,40,0,0
56,4,216851,1,13,1,0,2,0,0,0,0,40,0,1
19,0,168294,5,9,3,1,1,0,0,0,0,40,0,0
54,8,180211,5,10,1,14,2,1,0,0,0,60,4,1
39,0,367260,5,9,0,4,3,0,0,0,0,80,0,0
49,0,193366,5,9,1,1,2,0,0,0,0,40,0,0
23,4,190709,4,12,3,12,3,0,0,0,0,52,0,0
20,0,266015,5,10,3,3,1,4,0,0,0,44,0,0
45,0,386940,1,13,0,4,1,0,0,0,1408,40,0,0
30,3,59951,5,10,1,8,1,0,0,0,0,40,0,0
22,5,311512,5,10,1,2,2,4,0,0,0,15,0,0
48,0,242406,0,7,3,7,5,0,0,0,0,40,1,0
21,0,197200,5,10,3,7,1,0,0,0,0,40,0,0
19,0,544091,5,9,1,8,0,0,1,0,0,25,0,0
31,0,84154,5,10,1,3,2,0,0,0,0,38,5,1
48,1,265477,4,12,1,5,2,0,0,0,0,40,0,0
31,0,507875,0,5,1,7,2,0,0,0,0,43,0,0
53,1,88506,1,13,1,5,2,0,0,0,0,40,0,0
24,0,172987,1,13,1,0,2,0,0,0,0,50,0,0
49,0,94638,5,9,0,8,5,0,1,0,0,40,0,0
25,0,289980,5,9,3,6,3,0,0,0,0,35,0,0
57,3,337895,1,13,1,5,2,4,0,0,0,40,0,1
53,0,144361,5,9,1,7,2,0,0,0,0,38,0,0
44,0,128354,2,14,0,4,5,0,1,0,0,40,0,0
41,5,101603,4,11,1,1,2,0,0,0,0,40,0,0
29,0,271466,4,11,3,5,3,0,0,0,0,43,0,0
25,0,32275,5,10,1,4,0,3,1,0,0,40,0,0
18,0,226956,5,9,3,2,1,0,1,0,0,30,5,0
47,0,51835,5,15,1,5,0,0,1,0,1902,60,1,1
50,3,251585,1,13,0,4,3,0,0,0,0,55,0,1
47,2,109832,5,9,0,4,3,0,0,0,0,60,0,0
43,0,237993,5,10,1,0,2,0,0,0,0,40,0,1
46,0,216666,0,3,1,7,2,0,0,0,0,40,1,0
35,0,56352,4,11,1,2,2,0,0,0,0,40,1,0
41,0,147372,5,9,1,8,2,0,0,0,0,48,0,0
30,0,188146,5,9,1,7,2,0,0,5013,0,40,0,0
30,0,59496,1,13,1,3,2,0,0,2407,0,40,0,0
32,8,293936,0,4,1,14,3,0,0,0,0,40,5,0
48,0,149640,5,9,1,10,2,0,0,0,0,40,0,0
42,0,116632,3,16,1,5,2,0,0,0,0,45,0,1
29,0,105598,5,10,0,0,3,0,0,0,0,58,0,0
36,0,155537,5,9,1,1,2,0,0,0,0,40,0,0
28,0,183175,5,10,0,8,3,0,1,0,0,40,0,0
53,0,169846,5,9,1,8,0,0,1,0,0,40,0,1
49,2,191681,5,10,1,4,2,0,0,0,0,50,0,1
25,8,200681,5,10,3,14,1,0,0,0,0,40,0,0
19,0,101509,5,10,3,5,1,0,0,0,0,32,0,0
31,0,309974,1,13,0,3,1,4,1,0,0,40,0,0
29,1,162298,1,13,1,3,2,0,0,0,0,70,0,1
23,0,211678,5,10,3,7,3,0,0,0,0,40,0,0
79,0,124744,5,10,1,5,4,0,0,0,0,20,0,0
27,0,213921,5,9,3,2,1,0,0,0,0,40,1,0
40,0,32214,4,12,1,8,2,0,0,0,0,40,0,0
67,8,212759,0,6,1,14,2,0,0,0,0,2,0,0
18,0,309634,0,7,3,2,1,0,1,0,0,22,0,0
31,4,125927,0,4,1,9,2,0,0,0,0,40,0,0
18,0,446839,5,9,3,3,3,0,0,0,0,30,0,0
52,0,276515,1,13,1,2,2,0,0,0,0,40,1,0
46,0,51618,5,9,1,2,0,0,1,0,0,40,0,0
59,0,159937,5,9,1,3,2,0,0,0,0,48,0,0
44,0,343591,5,9,0,1,3,0,1,14344,0,40,0,1
53,0,346253,5,9,0,3,1,0,1,0,0,35,0,0
49,4,268234,5,9,1,12,2,0,0,0,0,40,0,1
33,0,202051,2,14,1,5,2,0,0,0,0,50,0,0
30,0,54334,0,5,3,3,3,0,0,0,0,40,0,0
43,3,410867,3,16,3,5,3,0,1,0,0,50,0,1
57,0,249977,4,11,1,5,2,0,0,0,0,40,0,0
37,0,286730,5,10,0,1,5,0,1,0,0,40,0,0
28,0,212563,5,10,0,7,5,4,1,0,0,25,0,0
30,0,117747,5,9,1,3,0,1,1,0,1573,35,5,0
